"category";"shop_sku";"name [fr]";"attribut_marque";"description [fr]";"ean";"media";"media1";"media2";"media3";"couleurboutique";"attribut_materiautoilescadresetchassis";"line_number";"errors"
"couverturepiscine";"55031";"Bâche hiver Cover 1 pour piscine Hawai - 580 gr/m²";"marquehabitatetjardin";"Descriptif :  Bâche hiver pour piscine Hawaï hexagonale - Ourlet de renfort - Sandow périphérique - Trous d'évacuation des eaux pluviales - Traité anti-UV - Oeillet tous les 80 cm environ.Matière :  PVC 580 gr/m².Dimensions de la piscine :  Ø 4.10 m.Colisage :  1 colis : - 1 x 1 x 1 m, 1 kg.";"3700746486560";"https://i.habitatetjardin.com/files/produits/641/bache_hiver_max.jpg";"";"";"";"couleurrootbleu";"";"544";"MCM-05000|The 'media' attribute is required."
"jeuxetjouetscreatifspourenfant";"60496";"Cabane enfant ""Happy"" - 1,30 x 1,11 x 1,15 m";"marquehabitatetjardin";"Cabane enfant ""Happy"" colorée et spacieuse pour des heures de jeux en plein air.  Cette cabane pour enfant en ravira plus d'un. Elle se compose d'une porte, de 2 fenêtres avec volets et d'une demi-porte arrière. Vos enfants pourront s'amuser comme des petits fous ! Son plus ? Cette cabane dispose de stikers inclus. A vous de les coller où bon vous semble.   Description de la cabaneDescriptif :  Cabane enfant en plastique Équipée d'une porte, deux fenêtres avec volets, d'une demi-porte et d'une fenêtre ouverte à larrière.Age minimum :  À partir de 2 ans.Caractéristiques techniquesMatière :  Polypropylène.Matériaux :  100 % polypropylène à haute résistance, anti-UV et résistant à l'eau.Toit :  Oui.Fenêtres :  2 fenêtres avec volets et 1 fenêtre ouverte à l'arrière.Porte :  1 porte et 1 demi-porte.Jardinière :  Non.Plancher :  Non.DimensionsDimensions de la cabane :  Dimensions totale de la cabane: - Longueur 130 cm - Largeur 111 cm - Hauteur 115 cm Dimensions de la porte : 44 x 81 cm.Poids :  15,6 kg.Conseils pratiquesSécurité - Certificat :  Conforme aux normes de sécurité CE.Difficulté de montage :  Facile à monter.Nombre de colis :  1 colis.Colisage :  1 colis : - 1,16 x 0,186 x 0,908 m, 16,9 kg.";"3700746488823";"https://i.habitatetjardin.com/files/produits/1173/cabane-enfant-60496_vue0.jpg";"https://i.habitatetjardin.com/files/produits/1173/cabane-enfant-60496_vue1.jpg";"https://i.habitatetjardin.com/files/produits/1173/cabane-enfant-60496_vue2.jpg";"";"";"";"560";"MCM-04031|The product identifiers match multiple products from the same provider."
"couverturepiscine";"61834";"Bâche à bulles pour piscine Ibiza / Sevilla - 400 µ - bordée 1 côté - Bleu";"marquehabitatetjardin";"Descriptif :  Bâche à bulles bleu pour piscine Ibiza / Sevilla octogonale - Préserve la propreté de votre bassin - Absorbe l'énergie solaire - Rétention de la chaleur accumulée - Élimine l'évaporation d'eau - Évite la photosynthèse - Réduit l'utilisation des produits chimiques - Maintient la température la nuit.Matière :  Polyéthylène 400 µ.Dimensions de la bâche :  8.04 x 4.04m.Colisage :  1 colis : - 1 x 1 x 1 m, 1 kg.";"3700746407411";"https://i.habitatetjardin.com/files/produits/1206/1206_61834_vue0.jpg";"";"";"";"couleurrootbleu";"";"570";"MCM-05000|The 'media' attribute is required."
"abrisbois";"64828";"Abri bûches - 1.58 m² - 2.20 x 0.69 x 1.83 m - 2 stéres";"marquehabitatetjardin";"Descriptif :  Cet abri bûches robuste permettra à votre bois de sécher efficacement, protégé des intempéries - Stockage 2 stères.Dimensions hors tout :  2.20 x 0.69 x 1.83 m.Dimensions intérieures :  2.10 x 0.50 x 1.70 m.Epaisseur madriers :  16 mm.Traitement :  Traitement autoclave classe 3.Nombre de stères :  2 stères.Livraison :  5 jours ouvrés.Poids :  49 kg.Colisage :  1 colis : - 2,2 x 0,8 x 0,85 m, 55 kg.Matiere :  Bois.Hauteur :  1.83 m.Surface M² :  1.43 m².";"3443440100188";"https://i.habitatetjardin.com/files/produits/1098/1098_17364_vue0.jpg";"https://i.habitatetjardin.com/files/produits/1098/1098_17364_vue1.jpg";"";"";"";"";"574";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"65399";"Bâche à bulles pour piscine Hawai - 180µ  - Bleu";"marquehabitatetjardin";"Colisage :  1 colis : - 1 x 1 x 1 m, 3 kg.";"3700746441866";"https://i.habitatetjardin.com/files/produits/641/bache_ete_max_Taille_2.jpg";"";"";"";"couleurrootbleu";"";"577";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"66544";"Bâche à  bulles pour piscine Palma / Havana - 400 µ - bordée 1 cà´té - Bleu";"marquehabitatetjardin";"Descriptif :  Bâche à bulles bleu pour Palma / Havana octogonale - Préserve la propreté de votre bassin - Absorbe l'énergie solaire - Rétention de la chaleur accumulée - Élimine l'évaporation d'eau - Évite la photosynthèse - Réduit l'utilisation des produits chimiques - Maintient la température la nuit.Matière :  Polyéthylène 400 µ.Dimensions de la bâche :  7.04 x 3.54 m.Colisage :  1 colis : - 68 x 56 x 52 m, 9 kg.";"3700746421547";"https://i.habitatetjardin.com/files/produits/1206/1206_61834_vue0.jpg";"";"";"";"couleurrootbleu";"";"598";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"66545";"Bâche à bulles pour piscine Brazilia - 400 µ - bordée 1 côté - Bleu";"marquehabitatetjardin";"Descriptif :  Bâche à bulles bleu pour piscine Brazilia octogonale - Préserve la propreté de votre bassin - Absorbe l'énergie solaire - Rétention de la chaleur accumulée - Élimine l'évaporation d'eau - Évite la photosynthèse - Réduit l'utilisation des produits chimiques - Maintient la température la nuit.Matière :  Polyéthylène 400 µ.Dimensions de la bâche :  5.33 x 3.33 m.Colisage :  1 colis : - 0,68 x 0,56 x 0,52 m, 7 kg.";"3700746421554";"https://i.habitatetjardin.com/files/produits/1206/1206_61834_vue0.jpg";"";"";"";"couleurrootbleu";"";"599";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"66546";"Bâche à bulles pour piscine Florida - 400 µ - bordée 1 coté - Bleu";"marquehabitatetjardin";"Descriptif :  Bâche à bulles bleu pour Florida octogonale - Préserve la propreté de votre bassin - Absorbe l'énergie solaire - Rétention de la chaleur accumulée - Élimine l'évaporation d'eau - Évite la photosynthèse - Réduit l'utilisation des produits chimiques - Maintient la température la nuit.Matière :  Polyéthylène 400 µ.Dimensions de la bâche :  6.04 x 4.04 m.Colisage :  1 colis : - 0,9 x 0,6 x 0,6 m, 9 kg.";"3700746421561";"https://i.habitatetjardin.com/files/produits/1206/1206_61834_vue0.jpg";"";"";"";"couleurrootbleu";"";"600";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"66547";"Bâche à bulles pour piscine Sao Paulo - 400 µ - bordée 1 côté - Bleu";"marquehabitatetjardin";"Descriptif :  Bâche à bulles bleu pour piscine Sao Paulo octogonale - Préserve la propreté de votre bassin - Absorbe l'énergie solaire - Rétention de la chaleur accumulée - Élimine l'évaporation d'eau - Évite la photosynthèse - Réduit l'utilisation des produits chimiques - Maintient la température la nuit.Matière :  Polyéthylène 400 µ.Dimensions de la bâche :  6.04 x 3.54 m.Colisage :  1 colis : - 90 x 60 x 60 m, 8 kg.";"3700746421578";"https://i.habitatetjardin.com/files/produits/1206/1206_61834_vue0.jpg";"";"";"";"couleurrootbleu";"";"601";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"66548";"Bâche à bulles pour piscine Miami - 400 µ - bordée 1 coté - Bleu";"marquehabitatetjardin";"Descriptif :  Bâche à bulles bleu pour piscine Miami octogonale - Préserve la propreté de votre bassin - Absorbe l'énergie solaire - Rétention de la chaleur accumulée - Élimine l'évaporation d'eau - Évite la photosynthèse - Réduit l'utilisation des produits chimiques - Maintient la température la nuit.Matière :  Polyéthylène 400 µ.Dimensions de la bâche :  4.42 X 2.92 m .Colisage :  1 colis : - 68 x 56 x 52 m, 5 kg.";"3700746421585";"https://i.habitatetjardin.com/files/produits/1206/1206_61834_vue0.jpg";"";"";"";"couleurrootbleu";"";"602";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"66552";"Bâche hiver ""Cover 1"" pour piscine Ibiza - 580 gr/m²";"marquehabitatetjardin";"Descriptif :  Bâche hiver pour piscine Ibiza octogonale allongée - Ourlet de renfort - Sandow périphérique - Trous d'évacuation des eaux pluviales - Traité anti-UV - Oeillet tous les 80 cm environ.Matière :  PVC 580 gr/m².Dimensions de la piscine :  8.57 x 4.57.Poids :  12 kg.Colisage :  1 colis : - 1 x 1 x 1 m, 1 kg.";"3700746421622";"https://i.habitatetjardin.com/files/produits/641/bache_hiver_max.jpg";"";"";"";"couleurrootbleu";"";"603";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"66577";"Bâche hiver ""Cover 1"" pour piscine Palma - 580 gr/m²";"marquehabitatetjardin";"Descriptif :  Bâche hiver pour piscine Palma octogonale allongée - Ourlet de renfort - Sandow périphérique - Trous d'évacuation des eaux pluviales - Traité anti-UV - Oeillet tous les 80 cm environ.Matière :  PVC 580 gr/m².Dimensions de la piscine :  7.51 x 4.07.Poids :  9 kg.Colisage :  1 colis : - 0,68 x 0,56 x 0,52 m, 9 kg.";"3700746421639";"https://i.habitatetjardin.com/files/produits/641/bache_hiver_max.jpg";"";"";"";"couleurrootbleu";"";"606";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"66578";"Bâche hiver ""Cover 1"" pour piscine Brazilia - 580 gr/m²";"marquehabitatetjardin";"Descriptif :  Bâche hiver pour piscine Brazilia octogonale allongée - Ourlet de renfort - Sandow périphérique - Trous d'évacuation des eaux pluviales - Traité anti-UV - Oeillet tous les 80 cm environ.Matière :  PVC 580 gr/m².Dimensions de la piscine :  5.86 x 3.86.Poids :  7 kg.Colisage :  1 colis : - 68 x 56 x 52 m, 7 kg.";"3700746421646";"https://i.habitatetjardin.com/files/produits/641/bache_hiver_max.jpg";"";"";"";"couleurrootbleu";"";"607";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"66579";"Bâche hiver ""Cover 1"" pour piscine Florida - 580 gr/m²";"marquehabitatetjardin";"Descriptif :  Bâche hiver pour piscine Florida octogonale allongée - Ourlet de renfort - Sandow périphérique - Trous d'évacuation des eaux pluviales - Traité anti-UV - Oeillet tous les 80 cm environ.Matière :  PVC 580 gr/m².Dimensions de la piscine :  6.57 x 4.57 m.Poids :  10 kg.Colisage :  1 colis : - 0,9 x 0,6 x 0,6 m, 10 kg.";"3700746421653";"https://i.habitatetjardin.com/files/produits/641/bache_hiver_max.jpg";"";"";"";"couleurrootbleu";"";"608";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"66580";"Bâche hiver ""Cover 1"" pour piscine Sao Paulo - 580 gr/m²";"marquehabitatetjardin";"Descriptif :  Bâche hiver pour piscine Sao Paulo octogonale allongée - Ourlet de renfort - Sandow périphérique - Trous d'évacuation des eaux pluviales - Traité anti-UV - Oeillet tous les 80 cm environ.Matière :  PVC 580 gr/m².Dimensions de la piscine :  6.57 x 4.07 m.Poids :  8 kg.Colisage :  1 colis : - 68 x 56 x 52 m, 8 kg.";"3700746421660";"https://i.habitatetjardin.com/files/produits/641/bache_hiver_max.jpg";"";"";"";"couleurrootbleu";"";"609";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"66581";"Bâche hiver ""Cover 1"" pour piscine Miami - 580 gr/m²";"marquehabitatetjardin";"Descriptif :  Bâche hiver pour piscine Miami octogonale - illet tous les mètres - Bleue dessus - Livrée avec crochets plastiques hors sol - Protection de votre bassin contre salissures et feuilles - très résistante - légère et facile à mettre en place.Matière :  PVC 580 gr/m².Dimensions de la piscine :  4.86 X 3.36 m.Poids :  5 kg.Colisage :  1 colis : - 0,68 x 0,56 x 0,52 m, 5 kg.";"3700746421677";"https://i.habitatetjardin.com/files/produits/641/bache_hiver_max.jpg";"";"";"";"couleurrootbleu";"";"610";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"66582";"Bâche hiver ""Cover 1"" pour piscine Cancun - 580 gr/m²";"marquehabitatetjardin";"Descriptif :  Bâche hiver pour piscine Cancun octogonale - Ourlet de renfort - Sandow périphérique - Trous d'évacuation des eaux pluviales - Traité anti-UV - Oeillet tous les 80 cm environ.Matière :  PVC 580 gr/m².Dimensions de la piscine :  6.53 x 4.41.Poids :  8 kg.Colisage :  1 colis : - 90 x 60 x 60 m, 8 kg.";"3700746421684";"https://i.habitatetjardin.com/files/produits/641/bache_hiver_max.jpg";"";"";"";"couleurrootbleu";"";"611";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"66583";"Bâche hiver ""Cover 1"" pour piscine Havana - 580 gr/m²";"marquehabitatetjardin";"Descriptif :  Bâche hiver pour piscine Havana octogonale allongée - Ourlet de renfort - Sandow périphérique - Trous d'évacuation des eaux pluviales - Traité anti-UV - Oeillet tous les 80 cm environ.Matière :  PVC 580 gr/m².Dimensions de la piscine :  7.51 x 4.07.Poids :  1 kg.Colisage :  1 colis : - 68 x 56 x 52 m, 9 kg.";"3700746421691";"https://i.habitatetjardin.com/files/produits/641/bache_hiver_max.jpg";"";"";"";"couleurrootbleu";"";"612";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"66584";"Bâche hiver ""Cover 1"" pour piscine Sevilla - 580 gr/m²";"marquehabitatetjardin";"Descriptif :  Bâche hiver pour piscine Séville octogonale allongée - Ourlet de renfort - Sandow périphérique - Trous d'évacuation des eaux pluviales - Traité anti-UV - Oeillet tous les 80 cm environ.Matière :  PVC 580 gr/m².Dimensions de la piscine :  8.57 x 4.57.Poids :  12 kg.Colisage :  1 colis : - 0,6 x 0,6 x 0,5 m, 12 kg.";"3700746421707";"https://i.habitatetjardin.com/files/produits/641/bache_hiver_max.jpg";"";"";"";"couleurrootbleu";"";"613";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"68779";"Bâche hiver ""Cover 1"" pour piscine Verona - 580 gr/m²";"marquehabitatetjardin";"Descriptif :  Bâche hiver pour piscine Verona octogonale - Ourlet de renfort - Sandow périphérique - Trous d'évacuation des eaux pluviales - Traité anti-UV - illet tous les 80 cm environ.Matière :  PVC 580 gr/m².Dimensions de la piscine :  5.10 x 1.20 m.Poids :  1 kg.Colisage :  1 colis : - 1 x 1 x 1 m, 1 kg.";"3700746428003";"https://i.habitatetjardin.com/files/produits/641/bache_hiver_max.jpg";"";"";"";"couleurrootbleu";"";"702";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"68782";"Bâche à bulles pour piscine Verona - 400 µ - bordée 1 côté - bleu";"marquehabitatetjardin";"Descriptif :  Bâche à bulles bleue pour piscine Miami octogonale - Préserve la propreté de votre bassin - Absorbe l'énergie solaire - Rétention de la chaleur accumulée - Élimine l'évaporation d'eau - Évite la photosynthèse - Réduit l'utilisation des produits chimiques - Maintient la température la nuit.Matière :  Polyéthylène 400 µ.Dimensions de la bâche :  4.71 x 1.16 m.Colisage :  1 colis : - 1 x 1 x 1 m, 1 kg.";"3700746428034";"https://i.habitatetjardin.com/files/produits/1206/1206_61834_vue0.jpg";"";"";"";"couleurrootbleu";"";"703";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"69001";"Bâche à bulles  pour piscine Venecia - 400 µ - bordée 1 côté - bleu";"marquehabitatetjardin";"Descriptif :  Forme octogonale - 400 microns.Dimensions de la bâche :  4.84 x 4.84 m.Colisage :  1 colis : - 1 x 1 x 1 m, 8 kg.";"3700746459830";"https://i.habitatetjardin.com/files/produits/1206/1206_61834_vue0.jpg";"";"";"";"couleurrootbleu";"";"708";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"69003";"Bâche hiver ""Cover 1"" pour piscine Venecia - 580 gr/m²";"marquehabitatetjardin";"Descriptif :  Bâche hiver pour piscine Venecia octogonale - Ourlet de renfort - Sandow périphérique - Trous d'évacuation des eaux pluviales - Traité anti-UV - Oeillet tous les 80 cm environ.Matière :  PVC 580 gr/m².Dimensions de la piscine :  5.80 X 1.31 m.Poids :  8 kgs.Colisage :  1 colis : - 1 x 1 x 1 m, 1 kg.";"3700746459847";"https://i.habitatetjardin.com/files/produits/641/bache_hiver_max.jpg";"";"";"";"couleurrootbleu";"";"709";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"80549";"Bâche à bulles pour piscine Miami - 180 µ - Bleu";"marquehabitatetjardin";"Descriptif :  Bâche à bulles bleu pour piscine Miami octogonale - Préserve la propreté de votre bassin - Absorbe l'énergie solaire - Rétention de la chaleur accumulée - Élimine l'évaporation d'eau - Évite la photosynthèse - Réduit l'utilisation des produits chimiques - Maintient la température la nuit.Matière :  Polyéthylène 180 µ.Dimensions de la bâche :  4.42 X 2.92 m .Colisage :  1 colis : - 61 x 43 x 41 m, 3 kg.";"3700746438484";"https://i.habitatetjardin.com/files/produits/1206/1206_61834_vue0.jpg";"";"";"";"couleurrootbleu";"";"856";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"80552";"Bâche à bulles pour piscine Rio - 180 µ - Bleu";"marquehabitatetjardin";"Descriptif :  Bâche à bulles bleu pour piscine Rio octogonale - Préserve la propreté de votre bassin - Absorbe l'énergie solaire - Rétention de la chaleur accumulée - Élimine l'évaporation d'eau - Évite la photosynthèse - Réduit l'utilisation des produits chimiques - Maintient la température la nuit.Matière :  Polyéthylène 180 µ.Dimensions de la bâche :  5.07 X 3.16 m .Colisage :  1 colis : - 61 x 43 x 41 m, 3 kg.";"3700746438491";"https://i.habitatetjardin.com/files/produits/641/bache_ete_max.jpg";"";"";"";"couleurrootbleu";"";"857";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"80568";"Bâche à bulles pour piscine Brazilia - 180µ - Bleu";"marquehabitatetjardin";"Descriptif :  Bâche à bulles bleu pour piscine Brazilia octogonale - Préserve la propreté de votre bassin - Absorbe l'énergie solaire - Rétention de la chaleur accumulée - Élimine l'évaporation d'eau - Évite la photosynthèse - Réduit l'utilisation des produits chimiques - Maintient la température la nuit.Matière :  Polyéthylène.Dimensions de la bâche :  5.33 x 3.33 m.Colisage :  1 colis : - ,68 x ,56 x ,52 m, 3 kg.";"3700746438507";"https://i.habitatetjardin.com/files/produits/1206/1206_61834_vue0.jpg";"";"";"";"couleurrootbleu";"";"858";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"80569";"Bâche à bulles pour piscine Sao Paulo - 180 µ - Bleu";"marquehabitatetjardin";"Descriptif :  Bâche à bulles bleu pour piscine Sao Paulo octogonale - Préserve la propreté de votre bassin - Absorbe l'énergie solaire - Rétention de la chaleur accumulée - Élimine l'évaporation d'eau - Évite la photosynthèse - Réduit l'utilisation des produits chimiques - Maintient la température la nuit.Matière :  Polyéthylène.Dimensions de la bâche :  6.04 x 3.54 m.Colisage :  1 colis : - 1 x 1 x 1 m, 1 kg.";"3700746438514";"https://i.habitatetjardin.com/files/produits/1206/1206_61834_vue0.jpg";"";"";"";"couleurrootbleu";"";"859";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"80571";"Bâche à bulles pour Baléares / Cancun - 180 µ - Bleu";"marquehabitatetjardin";"Descriptif :  Bâche à bulles bleu pour Baléares / Cancun octogonale - Préserve la propreté de votre bassin - Absorbe l'énergie solaire - Rétention de la chaleur accumulée - Élimine l'évaporation d'eau - Évite la photosynthèse - Réduit l'utilisation des produits chimiques - Maintient la température la nuit.Matière :  Polyéthylène 180 µ.Dimensions de la bâche :  6.00 x 3.90 m.Colisage :  1 colis : - 68 x 56 x 52 m, 4 kg.";"3700746438538";"https://i.habitatetjardin.com/files/produits/641/bache_ete_max.jpg";"";"";"";"couleurrootbleu";"";"860";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"80572";"Bâche à  bulles pour piscine Florida - 180 µ - Bleu";"marquehabitatetjardin";"Descriptif :  Bâche à bulles bleu pour Florida octogonale - Préserve la propreté de votre bassin - Absorbe l'énergie solaire - Rétention de la chaleur accumulée - Élimine l'évaporation d'eau - Évite la photosynthèse - Réduit l'utilisation des produits chimiques - Maintient la température la nuit.Matière :  Polyéthylène 180 µ.Dimensions de la bâche :  6.04 x 4.04 m.Colisage :  1 colis : - 1 x 1 x 1 m, 10 kg.";"3700746438545";"https://i.habitatetjardin.com/files/produits/1206/1206_61834_vue0.jpg";"";"";"";"couleurrootbleu";"";"861";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"80573";"Bâche à bulles pour piscine Ibiza / Sevilla - 180 µ - Bleu";"marquehabitatetjardin";"Descriptif :  Bâche à bulles bleu pour piscine Ibiza / Sevilla octogonale - Préserve la propreté de votre bassin - Absorbe l'énergie solaire - Rétention de la chaleur accumulée - Élimine l'évaporation d'eau - Évite la photosynthèse - Réduit l'utilisation des produits chimiques - Maintient la température la nuit.Matière :  Polyéthylène 180 µ.Dimensions de la bâche :  8.04 x 4.04 m.Colisage :  1 colis : - 1 x 1 x 1 m, 1 kg.";"3700746438552";"https://i.habitatetjardin.com/files/produits/1206/1206_61834_vue0.jpg";"";"";"";"couleurrootbleu";"";"862";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"80574";"Bâche hiver pour piscine Venecia - 280 gr/m² - Bleu";"marquehabitatetjardin";"Descriptif :  Bâche hiver pour piscine Venecia octogonale - illet tous les mètres - Bleue dessus - Livrée avec crochets plastiques hors sol - Protection de votre bassin contre salissures et feuilles - Très résistante - Légère et facile à mettre en place.Matière :  Polyéthylène tissé 280 gr/m².Dimensions de la bâche :  Ø 6.00 m.Dimensions de la piscine :  Ø 5.80 m.Poids :  8 kg.Colisage :  1 colis : - 0,6 x 0,4 x 0,2 m, 8 kg.";"3700746438569";"https://i.habitatetjardin.com/files/produits/641/bache_hiver_max.jpg";"";"";"";"couleurrootbleu";"";"863";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"80575";"Bâche hiver pour piscine Miami - 280 gr/mÂ² - Bleu";"marquehabitatetjardin";"Descriptif :  Bâche hiver pour piscine Miami octogonale allongé - illet tous les mètres - Bleue dessus - Livrée avec crochets plastiques hors sol - Protection de votre bassin contre salissures et feuilles - très résistante - légère et facile à mettre en place.Matière :  Polyéthylène tissé 280 gr/m².Dimensions de la bâche :  5.06 x 3.56 m.Poids :  5 kg.Colisage :  1 colis : - 0,6 x 0,4 x 0,2 m, 5 kg.";"3700746438576";"https://i.habitatetjardin.com/files/produits/641/bache_hiver_max.jpg";"";"";"";"couleurrootbleu";"";"864";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"80578";"Bâche hiver pour piscine Rio 280 g/m² - Bleu";"marquehabitatetjardin";"Descriptif :  Bâche hiver pour piscine Rio octogonale allongée - illet tous les mètres - Bleue dessus - Livrée avec crochets plastiques hors sol - Protection de votre bassin contre salissures et feuilles - très résistante - légère et facile à mettre en place.Matière :  Polyéthylène tissé 280 gr/m².Dimensions de la bâche :  5.80 x 3.90 m.Poids :  6 kg.Colisage :  1 colis : - 60 x 40 x 20 m, 6 kg.";"3700746438583";"https://i.habitatetjardin.com/files/produits/641/bache_hiver_max.jpg";"";"";"";"couleurrootbleu";"";"865";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"80580";"Bâche hiver pour piscine Brazilia - 280 gr/m² - Bleu";"marquehabitatetjardin";"Descriptif :  Bâche hiver pour piscine Brazilia octogonale allongée - illet tous les mètres - Bleue dessus - Livrée avec crochets plastiques hors sol - Protection de votre bassin contre salissures et feuilles - très résistante - légère et facile à mettre en place.Matière :  Polyéthylène tissé 280 gr/m².Dimensions de la bâche :  6.06 x 4.06 m.Poids :  7 kg.Colisage :  1 colis : - 0,6 x 0,4 x 0,2 m, 7 kg.";"3700746438590";"https://i.habitatetjardin.com/files/produits/641/bache_hiver_max.jpg";"";"";"";"couleurrootbleu";"";"866";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"80581";"Bâche hiver pour piscine Sao Paulo - 280 gr/m² - Bleu";"marquehabitatetjardin";"Descriptif :  Bâche hiver pour piscine Sao Paulo octogonale allongée - illet tous les mètres - Bleue dessus - Livrée avec crochets plastiques hors sol - Protection de votre bassin contre salissures et feuilles - très résistante - légère et facile à mettre en place.Matière :  Polyéthylène tissé 280 gr/m².Dimensions de la bâche :  6.77 x 4.27 m.Poids :  8 kg.Colisage :  1 colis : - 60 x 40 x 20 m, 8 kg.";"3700746438606";"https://i.habitatetjardin.com/files/produits/641/bache_hiver_max.jpg";"";"";"";"couleurrootbleu";"";"867";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"80582";"Bâche hiver pour piscine Palma / Havana - 280 gr/m² - bleu";"marquehabitatetjardin";"Descriptif :  Bâche hiver pour piscine Palma / Havana octogonale allongée - illet tous les mètres - Bleue dessus - Livrée avec crochets plastiques hors sol - Protection de votre bassin contre salissures et feuilles - très résistante - légère et facile à mettre en place.Matière :  Polyéthylène tissé 280 gr/m².Dimensions de la bâche :  7.77 x 4.27 m.Poids :  9 kg.Colisage :  1 colis : - 60 x 40 x 20 m, 9 kg.";"3700746438613";"https://i.habitatetjardin.com/files/produits/641/bache_hiver_max.jpg";"";"";"";"couleurrootbleu";"";"868";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"80583";"Bâche hiver pour piscine Baléares / Cancun 280 g/mÂ² - Bleu";"marquehabitatetjardin";"Descriptif :  Bâche hiver pour piscine Baléares / Cancun octogonale allongée - illet tous les mètres - Bleue dessus - Livrée avec crochets plastiques hors sol - Protection de votre bassin contre salissures et feuilles - très résistante - légère et facile à mettre en place.Matière :  Polyéthylène tissé 280 gr/m².Dimensions de la bâche :  6.70 x 4.60 m.Poids :  9 kg.Colisage :  1 colis : - 0,6 x 0,4 x 0,2 m, 9 kg.";"3700746438620";"https://i.habitatetjardin.com/files/produits/897/bache_hiver_max.jpg";"";"";"";"couleurrootbleu";"";"869";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"80584";"Bâche hiver pour piscine Florida - 280 gr/mÂ² - Bleu";"marquehabitatetjardin";"Descriptif :  Bâche hiver pour piscine Florida octogonale allongée - illet tous les mètres - Bleue dessus - Livrée avec crochets plastiques hors sol - Protection de votre bassin contre salissures et feuilles - très résistante - légère et facile à mettre en place - Livrée avec 36 crochets plastiques.Matière :  Polyéthylène tissé 280 gr/m².Dimensions de la bâche :  6.77 x 4.77 m.Poids :  10 kg.Colisage :  1 colis : - 0,6 x 0,4 x 0,2 m, 10 kg.";"3700746438637";"https://i.habitatetjardin.com/files/produits/641/bache_hiver_max.jpg";"";"";"";"couleurrootbleu";"";"870";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"80585";"Bâche hiver pour piscine Ibiza /  Sevilla - 280 gr/m² - Bleu";"marquehabitatetjardin";"Descriptif :  Bâche hiver pour piscine Ibiza / Sevilla octogonale allongée - illet tous les mètres - Bleue dessus - Livrée avec crochets plastiques hors sol - Protection de votre bassin contre salissures et feuilles - très résistante - légère et facile à mettre en place.Matière :  Polyéthylène tissé 280 gr/m².Dimensions de la bâche :  8.77 x 4.77 m.Poids :  12 kg.Colisage :  1 colis : - 60 x 40 x 20 m, 12 kg.";"3700746438644";"https://i.habitatetjardin.com/files/produits/641/bache_hiver_max.jpg";"";"";"";"couleurrootbleu";"";"871";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"81504";"Bâche à  bulles pour piscine Cordoue - 180 µ - Bleu";"marquehabitatetjardin";"Descriptif :  Bâche à bulles bleu pour piscine Cordoue octogonale - Préserve la propreté de votre bassin - Absorbe l'énergie solaire - Rétention de la chaleur accumulée - Élimine l'évaporation d'eau - Évite la photosynthèse - Réduit l'utilisation des produits chimiques - Maintient la température la nuit.Matière :  Polyéthylène 180 µ.Dimensions de la bâche :  2.96 X 1.63 m .Colisage :  1 colis : - 1 x 1 x 1 m, 1 kg.";"3700746439627";"https://i.habitatetjardin.com/files/produits/1206/1206_61834_vue0.jpg";"";"";"";"couleurrootbleu";"";"887";"MCM-05000|The 'media' attribute is required."
